,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,publicationyear,age,agecategory,timecategory
3195,4697,PG14228,Bracebridge Hall,"Irving, Washington",1783,1859,['en'],37,"{'England -- Social life and customs -- 19th century -- Fiction', 'National characteristics, English -- Fiction'}",Text,1822,39,2,4
8655,11953,PG2075,Crotchet Castle,"Peacock, Thomas Love",1785,1866,['en'],37,"{'Philosophy -- Fiction', 'England -- Fiction', 'Authors -- Fiction'}",Text,1831,46,2,5
3705,5365,PG1482,Modeste Mignon,"Balzac, Honoré de",1799,1850,['en'],37,{'French fiction -- Translations into English'},Text,1843,44,2,6
12540,17295,PG25568,Domesticated Animals: Their Relation to Man and to his Advancement in Civilization,"Shaler, Nathaniel Southgate",1841,1906,['en'],37,{'Domestic animals'},Text,1871,30,1,9
8440,11637,PG20475,The Two Admirals,"Cooper, James Fenimore",1789,1851,['en'],37,"{'Jacobite Rebellion, 1745-1746 -- Fiction', 'Kings and rulers -- Succession -- Fiction', 'Great Britain -- History, Naval -- 18th century -- Fiction', 'Male friendship -- Fiction', 'Admirals -- Fiction', 'Sea stories', 'Inheritance and succession -- Fiction', 'Historical fiction'}",Text,1860,71,4,7
22042,30003,PG37005,"The Devil's Elixir, Vol. 2 (of 2)","Hoffmann, E. T. A. (Ernst Theodor Amadeus)",1776,1822,['en'],37,{'Gothic fiction'},Text,1776,0,-1,1
13483,18635,PG26774,"Alcohol: A Dangerous and Unnecessary Medicine, How and Why: What Medical Writers Say","Allen, Martha Meir",1854,1926,['en'],37,"{'Temperance', 'Alcohol -- Physiological effect'}",Text,1888,34,1,10
9015,12487,PG2123,The Crime of Sylvestre Bonnard,"France, Anatole",1844,1924,['en'],38,"{'Detective and mystery stories', 'Book collectors -- Fiction', 'France -- Fiction'}",Text,1881,37,2,10
18296,25111,PG32601,"Legends of Ma-ui—a demi god of Polynesia, and of his mother Hina","Westervelt, W. D. (William Drake)",1849,1939,['en'],38,"{'Hina (Polynesian deity)', 'Legends -- Polynesia', 'Maui (Polynesian deity)', 'Legends -- Hawaii'}",Text,1888,39,2,10
9739,13385,PG22048,Napoléon Le Petit,"Hugo, Victor",1802,1885,['fr'],38,"{""France -- History -- Coup d'état, 1851"", 'Napoleon III, Emperor of the French, 1808-1873', 'France -- History -- Second Republic, 1848-1852'}",Text,1852,50,3,7
1460,2337,PG12103,The Tale of Mrs. Tiggy-Winkle,"Potter, Beatrix",1866,1943,['en'],38,{'Hedgehogs -- Juvenile fiction'},Text,1905,39,2,10
20236,27630,PG3486,The Inca of Perusalem: An Almost Historical Comedietta,"Shaw, Bernard",1856,1950,['en'],38,"{'London (England) -- Drama', 'English drama (Comedy)', 'Princesses -- Drama', 'Widows -- Drama'}",Text,1899,43,2,10
15382,21282,PG29156,The Project Gutenberg Works of Joseph Conrad: An Index,"Conrad, Joseph",1857,1924,['en'],38,{'Indexes'},Text,1909,52,3,10
5043,7185,PG16468,"The Pot of Gold, and Other Stories","Freeman, Mary Eleanor Wilkins",1852,1930,['en'],38,{'New England -- Social life and customs -- Fiction'},Text,1892,40,2,10
10260,14138,PG22726,New Poems,"Lawrence, D. H. (David Herbert)",1885,1930,['en'],38,{'Poetry'},Text,1908,23,0,10
17619,24210,PG31791,Training the Teacher,"Lawrance, Marion",1850,1924,['en'],39,"{'Sunday schools', 'Bible -- Study and teaching'}",Text,1879,29,1,9
11740,16207,PG24589,The Tale of Benny Badger,"Bailey, Arthur Scott",1877,1949,['en'],39,"{'Animals -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Badgers -- Juvenile fiction'}",Text,1908,31,1,10
2032,3114,PG12803,Headlong Hall,"Peacock, Thomas Love",1785,1866,['en'],39,"{'Upper class -- England -- Fiction', 'Satire, English'}",Text,1816,31,1,3
8382,11559,PG20404,All Round the Year,"Nesbit, E. (Edith)",1858,1924,['en'],39,{'Poetry'},Text,1895,37,2,10
14425,19943,PG27951,Policeman Bluejay,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],39,"{'Nature -- Juvenile fiction', 'Birds -- Juvenile fiction', 'Fantasy literature'}",Text,1907,51,3,10
3109,4584,PG14126,The Marriage of William Ashe,"Ward, Humphry, Mrs.",1851,1920,['en'],39,"{'Politicians -- Fiction', 'Married people -- Fiction', 'London (England) -- Fiction'}",Text,1905,54,3,10
2661,3949,PG13555,Youth and the Bright Medusa,"Cather, Willa",1873,1947,['en'],39,"{'Short stories, American'}",Text,1920,47,2,
11762,16232,PG24610,Dumpy Proverbs: Dumpy Books for Children #24,"Appleton, Honor C.",1879,1951,['en'],39,"{'Proverbs', 'Picture books for children'}",Text,1904,25,1,10
8441,11638,PG20476,Hymns for Christian Devotion: Especially Adapted to the Universalist Denomination,"Adams, John G. (John Greenleaf)",1810,1887,['en'],40,"{'Universalist churches -- Hymns', 'Hymns, English'}",Text,1860,50,3,7
2658,3946,PG13552,"Ceylon; an Account of the Island Physical, Historical, and: Topographical with Notices of Its Natural History, Antiquities and; Productions, Volume 1","Tennent, James Emerson, Sir",1804,1869,['en'],40,"{'Natural history -- Sri Lanka', 'Sri Lanka'}",Text,1860,56,3,7
665,1047,PG10943,Elusive Isabel,"Futrelle, Jacques",1875,1912,['en'],40,"{'Fiction', 'Spy stories'}",Text,1909,34,1,10
15992,22073,PG29869,"Essays: Scientific, Political, & Speculative; Vol. 1 of 3: Library Edition (1891), Containing Seven Essays not before Republished, and Various other Additions.","Spencer, Herbert",1820,1903,['en'],40,"{'Science', 'Political science', 'Philosophy'}",Text,1885,65,4,10
6170,8573,PG17718,Infelice,"Evans, Augusta J. (Augusta Jane)",1835,1909,['en'],40,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Women -- Social conditions -- Fiction'}",Text,1868,33,1,8
13316,18402,PG26564,Ivanhoe,"Scott, Walter",1771,1832,['nl'],41,"{'Jews -- England -- Fiction', 'Anglo-Saxons -- Fiction', 'Great Britain -- History -- Richard I, 1189-1199 -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Knights and knighthood -- Fiction', 'Normans -- Great Britain -- Fiction', 'Historical fiction', 'Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction'}",Text,1819,48,2,3
10475,14468,PG23022,"Red Rose and Tiger Lily; Or, In a Wider World","Meade, L. T.",1854,1914,['en'],41,"{'Stepfamilies -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Fathers and daughters -- Juvenile fiction', 'Sisters -- Juvenile fiction'}",Text,1905,51,3,10
20832,28414,PG35575,Peculiarities of American Cities,"Glazier, Willard W.",1841,1905,['en'],41,"{'United States -- Description and travel', 'Canada -- Description and travel', 'Cities and towns -- Canada', 'Cities and towns -- United States'}",Text,1913,72,4,
5852,8194,PG17377,"The Works of Guy de Maupassant, Volume 4","Maupassant, Guy de",1850,1893,['en'],41,"{'Short stories, French -- Translations into English', 'French fiction -- Translations into English'}",Text,1880,30,1,9
1793,2761,PG12486,"Indian Nullification of the Unconstitutional Laws of Massachusetts Relative to the Marshpee Tribe: Or, the Pretended Riot Explained","Apess, William",1798,1839,['en'],41,"{'Mashpee Indians -- Legal status, laws, etc.', 'Indians of North America -- Legal status, laws, etc.', 'Mashpee Indians -- Land tenure'}",Text,1835,37,2,5
14907,20611,PG28552,Twinkle and Chubbins: Their Astonishing Adventures in Nature-Fairyland,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],41,"{'Nature -- Juvenile fiction', 'Animal welfare -- Juvenile fiction', 'Edgeley (N.D.) -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Birds -- Juvenile fiction', 'Fantasy literature'}",Text,1917,61,3,
2261,3417,PG13076,The Life of John Ruskin,"Collingwood, W. G. (William Gershom)",1854,1932,['en'],41,"{'Authors, English -- 19th century -- Biography', 'Ruskin, John, 1819-1900'}",Text,1884,30,1,10
497,809,PG10729,"Jack's Ward; Or, The Boy Guardian","Alger, Horatio, Jr.",1832,1899,['en'],41,"{'Foundlings -- Juvenile fiction', 'Counterfeits and counterfeiting -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Philadelphia (Pa.) -- History -- 19th century -- Juvenile fiction', 'New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction', 'Kidnapping -- Juvenile fiction'}",Text,1881,49,2,10
9543,13142,PG2182,"The Marble Faun; Or, The Romance of Monte Beni - Volume 2","Hawthorne, Nathaniel",1804,1864,['en'],42,"{'Women art students -- Fiction', 'Murder -- Fiction', 'Rome (Italy) -- Fiction', 'Americans -- Italy -- Fiction', 'Love stories', 'Artists -- Fiction', 'Nobility -- Fiction', 'Psychological fiction'}",Text,1860,56,3,7
6949,9557,PG18603,What Social Classes Owe to Each Other,"Sumner, William Graham",1840,1910,['en'],42,"{'Economics', 'Social ethics'}",Text,1859,19,0,7
2924,4314,PG13884,"The History of Sir Charles Grandison, Volume 4 (of 7)","Richardson, Samuel",1689,1761,['en'],42,"{'Epistolary fiction', 'England -- Social life and customs -- 18th century -- Fiction'}",Text,1753,64,3,1
16675,22998,PG306,The Early Short Fiction of Edith Wharton — Part 2,"Wharton, Edith",1862,1937,['en'],42,"{'Short stories, American', 'Fiction'}",Text,1910,48,2,10
820,1263,PG11137,"Twenty-Two Years a Slave, and Forty Years a Freeman: Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West","Steward, Austin",1794,1860,['en'],42,"{'Steward, Austin, 1794-1860', 'Slavery -- Virginia', 'Wilberforce Colony', 'Fugitive slaves -- Biography'}",Text,1857,63,3,7
22908,31192,PG38076,Our Philadelphia,"Pennell, Elizabeth Robins",1855,1936,['en'],42,"{'Philadelphia (Pa.) -- Social life and customs', 'Lithography, American', 'Philadelphia (Pa.) -- Description and travel', 'Philadelphia (Pa.) -- Pictorial works', 'Pennell, Elizabeth Robins, 1855-1936'}",Text,1856,1,-1,7
16074,22185,PG2996,The Romantic Adventures of a Milkmaid,"Hardy, Thomas",1840,1928,['en'],42,{'Women agricultural laborers -- Fiction'},Text,1913,73,4,
14027,19399,PG27461,The Orchard of Tears,"Rohmer, Sax",1883,1959,['en'],42,{'Man-woman relationships -- Fiction'},Text,1904,21,0,10
7381,10108,PG1909,Darwin and Modern Science,"Seward, A. C. (Albert Charles)",1863,1941,['en'],43,"{'Science -- History', 'Darwin, Charles, 1809-1882', 'Evolution (Biology)'}",Text,1920,57,3,
8395,11578,PG20421,"Proserpina, Volume 1: Studies of Wayside Flowers, While the Air was Yet Pure Among the Alps and in the Scotland and England Which My Father Knew","Ruskin, John",1819,1900,['en'],43,"{'Plants', 'Flowers'}",Text,1884,65,4,10
17535,24099,PG31691,"The Bacillus of Long Life: A Manual of the Preparation and Souring of Milk for Dietary Purposes, Together with an Historical Account of the Use of Fermented Milks, from the Earliest Times to the Present Day, and Their Wonderful Effect in the Prolonging of Human Existence","Douglas, Loudon M.",1864,1944,['en'],43,"{'Fermented milk', 'Longevity'}",Text,1883,19,0,10
16637,22949,PG30656,The Purple Cow!,"Burgess, Gelett",1866,1951,['en'],43,{'Nonsense verses'},Text,1895,29,1,10
3582,5207,PG14688,Un hiver à Majorque,"Sand, George",1804,1876,['fr'],43,"{'Novelists, French -- 19th century -- Biography', 'Majorca (Spain) -- Description and travel', 'Sand, George, 1804-1876 -- Travel -- Spain -- Majorca', 'French -- Spain -- Majorca -- History -- 19th century'}",Text,1841,37,2,6
12867,17738,PG25967,"Rufus and Rose; Or, The Fortunes of Rough and Ready","Alger, Horatio, Jr.",1832,1899,['en'],43,"{'Clerks -- Fiction', 'Brothers and sisters -- Fiction', 'New York (N.Y.) -- History -- 19th century -- Fiction', 'Stepfathers -- Fiction', 'Conduct of life -- Fiction'}",Text,1881,49,2,10
1429,2294,PG12065,Trois contes,"Flaubert, Gustave",1821,1880,['fr'],43,"{'Herodias -- Fiction', 'Julian, the Hospitaller, Saint -- Fiction', 'French fiction -- 19th century'}",Text,1877,56,3,9
6946,9554,PG18600,Mi Ultimo Adiós,"Rizal, José",1861,1896,['es'],43,{'Poetry'},Text,1898,37,2,10
12551,17307,PG25579,Ralph the Heir,"Trollope, Anthony",1815,1882,['en'],44,"{'Fathers and sons -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Inheritance and succession -- Fiction'}",Text,1871,56,3,9
11504,15896,PG24308,"Poetry for Poetry's Sake: An Inaugural Lecture Delivered on June 5, 1901","Bradley, A. C. (Andrew Cecil)",1851,1935,['en'],44,{'Poetry'},Text,1884,33,1,10
22359,30419,PG37380,"The Student's Mythology: A Compendium of Greek, Roman, Egyptian, Assyrian, Persian, Hindoo, Chinese, Thibetian, Scandinavian, Celtic, Aztec, and Peruvian Mythologies","White, Catherine Ann",1825,1878,['en'],44,{'Mythology'},Text,1913,88,4,
11714,16176,PG24560,The Jingle Book,"Wells, Carolyn",1862,1942,['en'],44,"{'Picture books for children', 'Humorous poetry, American', ""Children's poetry, American""}",Text,1889,27,1,10
6690,9208,PG1828,"Chronicles of the Canongate, 1st Series","Scott, Walter",1771,1832,['en'],45,"{'Scots -- Foreign countries -- Fiction', 'Scotland -- Social life and customs -- Fiction'}",Text,1828,57,3,4
19009,26069,PG33464,Roses and Rose Growing,"Kingsley, Rose Georgina",1845,1925,['en'],45,{'Roses'},Text,1919,74,4,
23429,31885,PG386,"Virginibus Puerisque, and Other Papers","Stevenson, Robert Louis",1850,1894,['en'],45,{'Essays'},Text,1911,61,3,
345,612,PG10551,Affair in Araby,"Mundy, Talbot",1879,1940,['en'],45,"{'Secret service -- Fiction', 'Jerusalem -- Fiction', 'Spy stories', 'Middle East -- Fiction'}",Text,1914,35,2,
5194,7383,PG16646,The Letters of Elizabeth Barrett Browning (Volume 2 of 2),"Browning, Elizabeth Barrett",1806,1861,['en'],45,"{'Poets, English -- 19th century -- Correspondence', 'Browning, Elizabeth Barrett, 1806-1861 -- Correspondence'}",Text,1844,38,2,6
7220,9901,PG18913,"Hardy Perennials and Old Fashioned Flowers: Describing the Most Desirable Plants, for Borders, Rockeries, and Shrubberies.","Wood, J. G. (John George)",1827,1889,['en'],45,"{'Flowers', 'Perennials'}",Text,1884,57,3,10
3132,4618,PG14157,Bouvard et Pécuchet,"Flaubert, Gustave",1821,1880,['fr'],45,"{'France -- Social life and customs -- 19th century -- Fiction', 'Middle class -- France -- History -- 19th century -- Fiction', 'Middle class -- France -- Retirement -- Fiction', 'French fiction -- 19th century'}",Text,1880,59,3,9
11008,15160,PG23646,The Pharaoh and the Priest: An Historical Novel of Ancient Egypt,"Prus, Bolesław",1847,1912,['en'],45,{'Egypt -- History -- To 332 B.C. -- Fiction'},Text,1897,50,3,10
5066,7213,PG16493,The Man Without a Country,"Hale, Edward Everett",1822,1909,['en'],45,"{'Burr Conspiracy, 1805-1807 -- Fiction', 'Exiles -- Fiction', 'Stateless persons -- Fiction', 'Soldiers -- Fiction', 'Sea stories', 'Historical fiction'}",Text,1863,41,2,8
4940,7043,PG1633,"The Brick Moon, and Other Stories","Hale, Edward Everett",1822,1909,['en'],46,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories'}",Text,1869,47,2,8
15143,20958,PG28865,Der Judenstaat: Versuch einer modernen Lösung der Judenfrage,"Herzl, Theodor",1860,1904,['de'],46,{'Zionism'},Text,1896,36,2,10
18047,24798,PG3231,The Rifle and the Hound in Ceylon,"Baker, Samuel White, Sir",1821,1893,['en'],46,"{'Hunting -- Sri Lanka', 'Sri Lanka -- Description and travel'}",Text,1904,83,4,10
766,1186,PG11068,"The Spirit of the Age; Or, Contemporary Portraits","Hazlitt, William",1778,1830,['en'],46,"{'Great Britain -- Intellectual life -- 19th century', 'Great Britain -- Biography', 'English literature -- 19th century -- History and criticism'}",Text,1825,47,2,4
2066,3156,PG12841,John Marr and Other Poems,"Melville, Herman",1819,1891,['en'],46,{'Sea poetry'},Text,1888,69,4,10
14660,20267,PG28242,An Appeal in Favor of that Class of Americans Called Africans,"Child, Lydia Maria",1802,1880,['en'],46,"{'Antislavery movements -- United States', 'Slavery -- United States'}",Text,1829,27,1,4
5240,7442,PG1669,The Human Drift,"London, Jack",1876,1916,['en'],46,"{'American drama -- 20th century', 'American essays -- 20th century'}",Text,1894,18,0,10
986,1523,PG11371,The Moorland Cottage,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],46,{'England -- Social life and customs -- 19th century -- Fiction'},Text,1863,53,3,8
19343,26494,PG33847,"The History of Cuba, vol. 1","Johnson, Willis Fletcher",1857,1931,['en'],47,"{'Cuba -- Economic conditions', 'Cuba -- History'}",Text,1896,39,2,10
3576,5200,PG14681,"The Art of Travel; Or, Shifts and Contrivances Available in Wild Countries","Galton, Francis",1822,1911,['en'],47,{'Travel'},Text,1855,33,1,7
5209,7402,PG16663,The Tale of Solomon Owl,"Bailey, Arthur Scott",1877,1949,['en'],47,"{'Animals -- Juvenile fiction', 'Owls -- Juvenile fiction'}",Text,1908,31,1,10
3564,5184,PG14667,A Christmas Garland,"Beerbohm, Max, Sir",1872,1956,['en'],47,{'Parodies'},Text,1918,46,2,
3526,5132,PG1461,A Legend of Montrose,"Scott, Walter",1771,1832,['en'],47,"{'Historical fiction', 'Montrose, James Graham, Marquis of, 1612-1650 -- Fiction', 'Scotland -- History -- Charles I, 1625-1649 -- Fiction'}",Text,1819,48,2,3
7877,10795,PG19718,"The Bostonians, Vol. II (of II)","James, Henry",1843,1916,['en'],47,"{'Boston (Mass.) -- Fiction', 'Feminists -- Fiction', 'Young women -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'New York (N.Y.) -- Fiction', 'Psychological fiction'}",Text,1886,43,2,10
13223,18275,PG2644,"Isaac Bickerstaff, Physician and Astrologer","Steele, Richard, Sir",1672,1729,['en'],47,"{'Fictitious characters -- Autobiography', 'English wit and humor'}",Text,1708,36,2,0
18808,25804,PG33225,The Memoirs of Count Carlo Gozzi; Volume the Second,"Gozzi, Carlo",1720,1806,['en'],47,"{'Longhi, Pietro, 1702-1785', 'Authors, Italian -- Biography', 'Gozzi, Carlo, 1720-1806', ""Commedia dell'arte""}",Text,1907,187,4,10
4869,6953,PG16259,The Surprising Adventures of the Magical Monarch of Mo and His People,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],48,"{'Kings and rulers -- Juvenile fiction', 'Dragons -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Fantasy literature'}",Text,1903,47,2,10
3878,5619,PG15058,Les malheurs de Sophie,"Ségur, Sophie, comtesse de",1799,1874,['fr'],48,"{'Country life -- Juvenile fiction', 'France -- Juvenile fiction'}",Text,1859,60,3,7
4368,6279,PG15652,The Poetical Works of Thomas Hood,"Hood, Thomas",1799,1845,['en'],48,"{'English poetry', 'Hood, Thomas, 1799-1845'}",Text,1874,75,4,9
11687,16139,PG24527,"Fragments of Science: A Series of Detached Essays, Addresses, and Reviews. V. 1-2","Tyndall, John",1820,1893,['en'],48,"{'Chemistry', 'Science', 'Physics'}",Text,1823,3,-1,4
5278,7489,PG16741,"Aunt Phillis's Cabin; Or, Southern Life As It Is","Eastman, Mary H. (Mary Henderson)",1818,1887,['en'],48,"{'Southern States -- Fiction', 'Slaves -- Fiction', 'Slavery -- Fiction', 'African American women -- Fiction', 'Political fiction', 'Plantation life -- Fiction', 'Didactic fiction'}",Text,1852,34,1,7
12795,17637,PG25876,The House with the Green Shutters,"Brown, George Douglas",1869,1902,['en'],48,{'Scotland -- Social life and customs -- 19th century -- Fiction'},Text,1901,32,1,10
12523,17271,PG25546,Songs of a Sourdough,"Service, Robert W. (Robert William)",1874,1958,['en'],48,{'Yukon River Valley (Yukon and Alaska) -- Poetry'},Text,1907,33,1,10
16173,22332,PG300,United States Declaration of Independence,"Jefferson, Thomas",1743,1826,['en'],48,"{'United States -- History -- Revolution, 1775-1783 -- Sources'}",Text,1863,120,4,8
4766,6799,PG1611,"Seventeen: A Tale of Youth and Summer Time and the Baxter Family, Especially William","Tarkington, Booth",1869,1946,['en'],49,"{'Families -- Fiction', 'Teenage boys -- Fiction', 'First loves -- Fiction'}",Text,1916,47,2,
14991,20719,PG2864,The Trumpet-Major,"Hardy, Thomas",1840,1928,['en'],49,"{'England -- Social life and customs -- 19th century -- Fiction', 'Soldiers -- Fiction', 'Love stories', 'Napoleonic Wars, 1800-1815 -- Fiction', 'Merchant mariners -- Fiction', 'Brothers -- Fiction', 'Wessex (England) -- Fiction', 'Great Britain -- History -- Regency, 1800-1837 -- Fiction', 'Historical fiction'}",Text,1880,40,2,9
2145,3258,PG12933,Little Journeys to the Homes of the Great - Volume 01: Little Journeys to the Homes of Good Men and Great,"Hubbard, Elbert",1856,1915,['en'],49,"{'Hugo, Victor, 1802-1885 -- Homes and haunts', 'Ruskin, John, 1819-1900 -- Homes and haunts', 'Thackeray, William Makepeace, 1811-1863 -- Homes and haunts', 'Turner, J. M. W. (Joseph Mallord William), 1775-1851 -- Homes and haunts', 'Eliot, George, 1819-1880 -- Homes and haunts', 'Wordsworth, William, 1770-1850 -- Homes and haunts', 'Dickens, Charles, 1812-1870 -- Homes and haunts', 'Edison, Thomas A. (Thomas Alva), 1847-1931 -- Homes and haunts', 'Whitman, Walt, 1819-1892 -- Homes and haunts', 'Swift, Jonathan, 1667-1745 -- Homes and haunts', 'Shakespeare, William, 1564-1616 -- Homes and haunts', 'Carlyle, Thomas, 1795-1881 -- Homes and haunts', 'Goldsmith, Oliver, 1730?-1774 -- Homes and haunts', 'Gladstone, W. E. (William Ewart), 1809-1898 -- Homes and haunts'}",Text,1869,13,-1,8
18633,25555,PG33000,"A New History of the United States: The greater republic, embracing the growth and achievements of our country from the earliest days of discovery and settlement to the present eventful year","Morris, Charles",1833,1922,['en'],49,{'United States -- History'},Text,1896,63,3,10
15064,20827,PG28747,The Works of Oliver Wendell Holmes: An Index of the Project Gutenberg Editions,"Holmes, Oliver Wendell",1809,1894,['en'],49,{'Indexes'},Text,1909,100,4,10
2106,3209,PG1288,Dream Days,"Grahame, Kenneth",1859,1932,['en'],49,"{'Brothers and sisters -- Fiction', 'Country life -- Fiction', 'England -- Fiction'}",Text,1898,39,2,10
6876,9451,PG18508,"Arthur Mervyn; Or, Memoirs of the Year 1793","Brown, Charles Brockden",1771,1810,['en'],49,"{'Yellow fever -- Fiction', 'Young men -- Fiction', 'Psychological fiction', 'Murderers -- Fiction', 'Philadelphia (Pa.) -- Fiction', 'Horror tales'}",Text,1799,28,1,1
7655,10464,PG1941,Letters of Two Brides,"Balzac, Honoré de",1799,1850,['en'],49,"{'Man-woman relationships -- Fiction', 'Epistolary fiction', 'Married women -- Fiction', 'French fiction -- Translations into English'}",Text,1902,103,4,10
6264,8699,PG17831,La Débâcle,"Zola, Émile",1840,1902,['fr'],49,"{'Franco-Prussian War, 1870-1871 -- Fiction'}",Text,1896,56,3,10
1369,2209,PG1198,Robbery under Arms: A Story of Life and Adventure in the Bush and in the Australian Goldfields,"Boldrewood, Rolf",1826,1915,['en'],50,"{'Bushrangers -- Australia -- Fiction', 'Frontier and pioneer life -- Australia -- Fiction', 'Gold mines and mining -- Australia -- Fiction', 'Australia -- Gold discoveries -- Fiction'}",Text,1889,63,3,10
12282,16942,PG2524,My Lady Ludlow,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],51,{'England -- Social life and customs -- 19th century -- Fiction'},Text,1859,49,2,7
13186,18218,PG26399,Fairy Prince and Other Stories,"Abbott, Eleanor Hallowell",1872,1958,['en'],51,"{'Children -- Fiction', 'Villages -- Fiction', 'Families -- Fiction'}",Text,1888,16,-1,10
17108,23556,PG31201,The Brown Fairy Book,"Lang, Andrew",1844,1912,['en'],51,{'Fairy tales'},Text,1913,69,4,
10224,14087,PG22680,The Biglow Papers,"Lowell, James Russell",1819,1891,['en'],51,"{'Mexican War, 1846-1848 -- Poetry', 'Slavery -- United States -- Poetry'}",Text,1848,29,1,6
6960,9569,PG18614,At the Back of the North Wind,"MacDonald, George",1824,1905,['en'],52,{'Fairy tales'},Text,1871,47,2,9
14711,20331,PG282,"Eothen; Or, Traces of Travel Brought Home from the East","Kinglake, Alexander William",1809,1891,['en'],52,"{'Kinglake, Alexander William, 1809-1891 -- Travel -- Middle East', 'Middle East -- Description and travel'}",Text,1887,78,4,10
12436,17152,PG25439,Looking Backward: 2000-1887,"Bellamy, Edward",1850,1898,['en'],52,"{'Two thousand, A.D. -- Fiction', 'Boston (Mass.) -- Fiction', 'Science fiction', 'Time travel -- Fiction', 'Utopian fiction', 'Social problems -- Fiction', 'Utopias -- Fiction'}",Text,1888,38,2,10
5857,8200,PG17382,A Visit From Saint Nicholas,"Moore, Clement Clarke",1779,1863,['en'],52,"{'Narrative poetry', 'Santa Claus -- Juvenile poetry', ""Children's poetry, American"", 'Christmas -- Juvenile poetry'}",Text,1837,58,3,5
6950,9558,PG18604,The Ice-Maiden: and Other Tales.,"Andersen, H. C. (Hans Christian)",1805,1875,['en'],52,{'Fairy tales'},Text,1863,58,3,8
3797,5501,PG14952,Selections from Wordsworth and Tennyson,"Wordsworth, William",1770,1850,['en'],52,{'English poetry -- 19th century'},Text,1830,60,3,4
23652,32192,PG38977,"Wings and the Child; Or, The Building of Magic Cities","Nesbit, E. (Edith)",1858,1924,['en'],53,"{'Games', 'Education', 'Amusements'}",Text,1914,56,3,
11519,15920,PG2432,Barchester Towers,"Trollope, Anthony",1815,1882,['en'],53,"{'Barsetshire (England: Imaginary place) -- Fiction', 'Domestic fiction', 'Clergy -- Fiction', 'Barchester (England : Imaginary place) -- Fiction'}",Text,1855,40,2,7
6923,9519,PG1856,Cousin Pons,"Balzac, Honoré de",1799,1850,['en'],53,"{'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}",Text,1847,48,2,6
4329,6219,PG15599,"The Collected Works of Ambrose Bierce, Volume 8: Negligible Tales, On With the Dance, Epigrams","Bierce, Ambrose",1842,1913,['en'],53,{'American literature'},Text,1913,71,4,
18045,24796,PG32318,Greek Women,"Carroll, Mitchell",1870,1925,['en'],54,"{'Women -- Greece -- Biography', 'Women -- Greece -- History'}",Text,1904,34,1,10
21349,29075,PG36170,The Son of his Father,"Cullum, Ridgwell",1867,1943,['en'],54,"{'Fathers and sons -- Fiction', 'Capitalists and financiers -- Fiction', 'Railroads -- Fiction', 'Children of the rich -- Fiction', 'Western stories'}",Text,1909,42,2,10
19836,27144,PG34431,"The Islands of Magic: Legends, Folk and Fairy Tales from the Azores","Eells, Elsie Spicer",1880,1963,['en'],54,"{'Folklore -- Azores', 'Fairy tales -- Azores'}",Text,1882,2,-1,10
5150,7326,PG16595,Charles Dickens and Music,"Lightwood, James T. (James Thomas)",1856,1944,['en'],54,"{'Dickens, Charles, 1812-1870 -- Knowledge -- Music', 'Music and literature'}",Text,1859,3,-1,7
11659,16107,PG24499,The Green Carnation,"Hichens, Robert",1864,1950,['en'],54,"{'Wilde, Oscar, 1854-1900 -- Fiction', 'Biographical fiction', 'London (England) -- Fiction', 'Authors -- Fiction', 'Gay men -- Fiction', 'Ireland -- Fiction'}",Text,1894,30,1,10
12351,17039,PG25337,"Genuine Mediumship; or, The Invisible Powers","Atkinson, William Walker",1862,1932,['en'],55,{'Mediums'},Text,1900,38,2,10
23828,32417,PG39179,Pencillings by the Way: Written During Some Years of Residence and Travel in Europe,"Willis, Nathaniel Parker",1806,1867,['en'],55,{'Europe -- Description and travel'},Text,1897,91,4,10
19117,26212,PG33593,Orchids,"O'Brien, James",1842,1930,['en'],55,{'Orchids'},Text,1857,15,-1,7
